16.346,1393.4
17.85,1314.5
20.952,162.99
32.141,878.92
25.824,978.4
25.268,809.47
27.026,495.44
26.649,781.98
29.276,1192.1
29.92,915.39
31.605,947.02
30.074,1341.4
29.845,1163.5
29.966,686.62
29.871,1222.6
33.832,713.43
46.889,41.135
42.81,1370.3
39.08,472.05
38.849,740.67
42.711,1404.4
40.94,519.64
41.076,1289.3
46.321,664.62
46.449,765.62
48.359,1316.4
49.775,792.76
57.463,459.83
52.162,1207.7
50.931,820.63
51.13,1239.1
53.764,1178.2
53.295,496.29
54.07,1148.6
53.251,693.65
57.195,1267.4
57.253,722.51
57.925,345.01
58.26,315.8
72.999,385.27
61.937,421.02
65.599,748.38
77.826,926.12
68.751,521.06
69.665,1293.6
69.499,202.81
72.753,136.41
74.885,776.55
73.68,804.19
77.04,1128
77.484,673.75
75.576,1221.8
76.442,446.05
75.581,703.85
87.226,1262.5
77.11,235
82.317,294.16
80.163,1161.1
78.909,1192.7
84.315,173.8
82.461,326.89
80.762,496.94
84.419,357.01
85.104,263.69
83.994,728.1
85.726,113.13
98.318,433.91
92.058,471.58
106.36,846.38
92.315,213.79
98.86,765.09
90.937,893.23
96.857,521.31
105.09,27.934
101.76,152.77
99.779,801.91
100.19,89.44
101.86,698.87
103.26,1209.8
102.12,1240.2
103.17,243.92
108.87,496.89
117.32,919.59
110.28,726.68
117.75,128.18
116.74,411.76
115.54,192.9
124.6,233.13
117.12,66.226
118.77,882.18
120.12,753.04
123.6,470.26
121.66,676.19
113,555.5
127.29,14.518
124.94,523.46
124.83,1223.9
135.5,105.7
134.82,279.6
126.66,803.77
128.42,703.27
134.06,1310.5
135.2,1264.2
137.53,177.2
132.9,955.76
133.11,778.71
135.36,314.06
137.33,499.5
137.78,730.15
140.18,45.253
139.14,904.63
152.1,225.4
139.92,653.76
139.89,982.87
133.68,1366.6
141.54,1198.4
146.37,74.4
133,971
144.23,1011.2
145.58,338.69
146.95,680.36
136,936
147.83,1041.8
149.16,756.37
149.27,1228.6
151.42,933.77
150.8,1074.3
153.36,144.23
154.56,263.16
154.53,809.41
157.81,479.64
155.85,706.99
157.18,877.63
168.11,1113.7
156.37,1256.7
156.57,1143
159.1,364.15
158.78,962.51
158.97,1174.4
162.39,314.26
162.69,782.79
165.18,171.6
165.57,657.55
167.71,203.14
166.93,734.03
167.5,909.82
167.08,991.7
167.08,1205.2
166.95,1288.6
170.85,1022.4
173.36,286.56
173.83,339.95
173.33,1055.2
174.44,683.92
174.47,1234.8
177.05,1086.6
177.39,940.9
179.79,759.9
179.75,631.22
183.6,1152.2
179.04,1314.4
182.08,1264.4
184.48,710.07
187.72,968.96
189.04,1182.1
188.79,1341.2
198.95,673.12
201,932.48
194.74,1212.6
194.37,1291.1
196.67,736.38
197.62,1368.3
200.59,1241.6
211.95,904.84
215.56,647.36
205.48,1318.8
205.8,608.48
208.42,1395.1
210.41,1267.8
214.83,711.87
214.89,1346.2
210.33,1128.3
220.09,1421
249.63,1204.1
221.15,1295.6
224.77,1373.3
220.52,1149.5
229.96,885.84
230.6,593.48
228.67,1084.8
231.89,1245.9
230.3,470.78
242.3,622.38
220,1140
231.99,441.89
233.38,1324.3
235.11,1400.5
247.66,421.97
236.38,1113.7
230.44,1164
240.52,1273.3
238.25,565.84
242.57,1058.7
255.38,394.49
244.31,1351.8
235.5,1171.5
252.98,1300.7
249.5,1030.4
249.98,1140.1
252.2,1379.8
252.41,1090.5
254.82,458.65
257.38,550.02
254.29,314.89
258.85,588.62
259.63,287.74
262.19,1409.5
263.38,1116.7
271.4,1321.5
266.41,368.49
265.45,1008.9
264.88,1164.2
268.12,1066.8
266.71,259.58
270.12,338.02
272.62,1039.9
273.1,516.19
276.26,1359
278.85,979.59
271.61,139.95
277,1142.5
276.93,230.92
280.3,308.63
286.68,1400.6
279.84,544.13
269.5,633
282.95,1090.7
284.81,574.16
286.25,280.43
285.7,942.13
286.2,114.03
297.48,94.556
288.62,602.62
297.27,215.88
293.17,1017.3
292.03,1173.9
293.37,253.22
294.15,1118.9
300.88,1278.8
312.44,76.672
286,1398
308.5,39.644
317.13,516.35
298.7,967.66
299.87,629.19
303.18,175.82
305.66,1381
306.64,1148.6
308.66,552.4
304.88,134.03
308.58,657.25
309.7,582.2
309.4,916.14
321.45,955.51
302,709
312.86,992.77
317.51,201.45
316.39,607.84
319.88,825.63
320.19,685.88
325.76,634.65
327.39,120.25
332.46,147.02
328.44,1184.7
331.51,175.71
330.97,896.97
333.32,661.58
332.76,1230.7
335.61,928.74
335.62,713.88
336.2,743.04
327.5,496
339.57,580.46
336.69,772.33
336.48,1257
348.28,76.237
337.54,799.26
341.9,36.473
340.77,411.06
341.57,440.96
342.29,383.87
345.39,610.59
345.29,1208.5
353.4,697.72
353.5,1333
353.47,114.88
351.56,472.14
355.55,637.25
356.78,875.05
354.07,820.21
356.97,905.15
354.55,1182.3
358.66,1238.8
357.52,1272.5
359.51,663.83
361.36,759.61
360.53,1301.1
363.67,733.21
362.74,788.59
364.24,55.519
364.41,364.65
364.54,423.54
363.69,498.8
367.01,394.9
370.4,24.212
368.66,450.67
357,527.5
370.11,843.77
372.61,1202.2
374.44,686.6
375.47,134.32
383.71,197.04
378.97,104.98
378.36,161.5
381.33,811.52
380.76,476.83
379.21,1171.2
384.44,1258.3
381.83,1287.6
386.01,74.574
388.58,1225.6
387.88,1317.8
390.69,658.81
390.3,714.05
391.41,232
392.58,1087.2
400.87,1125
398.23,258.16
397.25,1058.1
407.14,1397.1
413.4,1190.2
